phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag
discount code,discount,code,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
promo code,promo,code,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
access code,access,code,medium,5.2,6.2,1,1.0,concrete,neutral,technology
security code,security,code,medium,5.4,6.4,1,1.0,concrete,neutral,technology
pin number,pin,number,medium,5.4,6.4,1,1.0,concrete,neutral,technology
account balance,account,balance,medium,5.4,6.4,1,0.8,concrete,neutral,commerce
bank balance,bank,balance,medium,5.2,6.2,1,0.8,concrete,neutral,commerce
credit balance,credit,balance,medium,5.2,6.2,1,0.8,concrete,neutral,commerce
bank account,bank,account,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
savings account,savings,account,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
checking account,checking,account,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
joint account,joint,account,medium,5.0,6.0,1,1.0,concrete,neutral,commerce
deposit slip,deposit,slip,medium,5.2,6.2,1,1.0,concrete,neutral,object
withdrawal slip,withdrawal,slip,medium,5.0,6.0,1,1.0,concrete,neutral,object
bank statement,bank,statement,medium,5.4,6.4,1,1.0,concrete,neutral,object
credit report,credit,report,medium,5.4,6.4,1,1.0,concrete,neutral,object
credit score,credit,score,medium,5.4,6.4,1,0.7,concrete,neutral,commerce
credit limit,credit,limit,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
credit line,credit,line,medium,5.2,6.2,1,0.7,concrete,neutral,commerce
interest rate,interest,rate,medium,5.4,6.4,1,0.7,concrete,neutral,commerce
annual fee,annual,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
late fee,late,fee,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
service fee,service,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
monthly fee,monthly,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
membership fee,membership,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
entrance fee,entrance,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
admission fee,admission,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
parking fee,parking,fee,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
rental fee,rental,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
processing fee,processing,fee,medium,5.0,6.0,1,1.0,concrete,neutral,commerce
handling fee,handling,fee,medium,5.0,6.0,1,1.0,concrete,neutral,commerce
delivery fee,delivery,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
sales tax,sales,tax,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
income tax,income,tax,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
property tax,property,tax,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
tax return,tax,return,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
tax form,tax,form,medium,5.4,6.4,1,1.0,concrete,neutral,object
tax refund,tax,refund,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
tax break,tax,break,medium,5.2,6.2,1,0.7,concrete,neutral,commerce
tax rate,tax,rate,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
sales receipt,sales,receipt,medium,5.4,6.4,1,1.0,concrete,neutral,object
cash receipt,cash,receipt,medium,5.2,6.2,1,1.0,concrete,neutral,object
store receipt,store,receipt,medium,5.2,6.2,1,1.0,concrete,neutral,object
purchase order,purchase,order,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
work order,work,order,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
special order,special,order,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
back order,back,order,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
rush order,rush,order,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
phone order,phone,order,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
online order,online,order,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
mail order,mail,order,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
custom order,custom,order,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
order form,order,form,medium,5.4,6.4,1,1.0,concrete,neutral,object
application form,application,form,medium,5.4,6.4,1,1.0,concrete,neutral,object
registration form,registration,form,medium,5.2,6.2,1,1.0,concrete,neutral,object
consent form,consent,form,medium,5.2,6.2,1,1.0,concrete,neutral,object
claim form,claim,form,medium,5.2,6.2,1,1.0,concrete,neutral,object
request form,request,form,medium,5.2,6.2,1,1.0,concrete,neutral,object
sign up,sign,up,high,5.8,6.8,1,1.0,concrete,neutral,commerce
fill out,fill,out,medium,5.6,6.6,1,1.0,concrete,neutral,action
check in,check,in,medium,5.6,6.6,1,1.0,concrete,neutral,action
check out,check,out,high,5.8,6.8,1,1.0,concrete,neutral,commerce
pick up,pick,up,high,5.8,6.8,1,1.0,concrete,neutral,action
drop off,drop,off,medium,5.6,6.6,1,1.0,concrete,neutral,action
try on,try,on,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
put on,put,on,high,5.8,6.8,1,1.0,concrete,neutral,action
take off,take,off,high,5.8,6.8,1,1.0,concrete,neutral,action
ring up,ring,up,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
cash out,cash,out,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
return policy,return,policy,medium,5.4,6.4,1,0.7,concrete,neutral,commerce
refund policy,refund,policy,medium,5.2,6.2,1,0.7,concrete,neutral,commerce
exchange policy,exchange,policy,medium,5.0,6.0,1,0.7,concrete,neutral,commerce
store policy,store,policy,medium,5.0,6.0,1,0.7,concrete,neutral,commerce
company policy,company,policy,medium,5.2,6.2,1,0.7,concrete,neutral,work
privacy policy,privacy,policy,medium,5.2,6.2,1,0.7,concrete,neutral,work
warranty card,warranty,card,medium,5.2,6.2,1,1.0,concrete,neutral,object
user manual,user,manual,medium,5.4,6.4,1,1.0,concrete,neutral,object
instruction manual,instruction,manual,medium,5.2,6.2,1,1.0,concrete,neutral,object
owner manual,owner,manual,medium,5.2,6.2,1,1.0,concrete,neutral,object
product manual,product,manual,medium,5.0,6.0,1,1.0,concrete,neutral,object
safety manual,safety,manual,medium,5.0,6.0,1,1.0,concrete,neutral,object
employee handbook,employee,handbook,medium,5.2,6.2,1,1.0,concrete,neutral,object
training manual,training,manual,medium,5.2,6.2,1,1.0,concrete,neutral,object
reference guide,reference,guide,medium,5.2,6.2,1,1.0,concrete,neutral,object
quick guide,quick,guide,medium,5.2,6.2,1,1.0,concrete,neutral,object
user guide,user,guide,medium,5.4,6.4,1,1.0,concrete,neutral,object
buyer guide,buyer,guide,medium,5.0,6.0,1,1.0,concrete,neutral,object
price guide,price,guide,medium,5.2,6.2,1,1.0,concrete,neutral,object
style guide,style,guide,medium,5.2,6.2,1,1.0,concrete,neutral,object
travel guide,travel,guide,medium,5.4,6.4,1,1.0,concrete,neutral,object
tour guide,tour,guide,medium,5.4,6.4,1,1.0,concrete,neutral,job
museum guide,museum,guide,medium,5.2,6.2,1,1.0,concrete,neutral,job
gift guide,gift,guide,medium,5.2,6.2,1,1.0,concrete,neutral,object
shopping guide,shopping,guide,medium,5.2,6.2,1,1.0,concrete,neutral,object
dining guide,dining,guide,medium,5.0,6.0,1,1.0,concrete,neutral,object
menu item,menu,item,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
line item,line,item,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
sale item,sale,item,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
new item,new,item,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
hot item,hot,item,medium,5.2,6.2,1,0.8,concrete,neutral,commerce
gift item,gift,item,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
luxury item,luxury,item,medium,5.0,6.0,1,1.0,concrete,neutral,commerce
brand name,brand,name,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
brand new,brand,new,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
name brand,name,brand,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
store brand,store,brand,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
house brand,house,brand,medium,5.0,6.0,1,1.0,concrete,neutral,commerce
top brand,top,brand,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
trade mark,trade,mark,medium,5.4,6.4,1,0.8,concrete,neutral,commerce
copy right,copy,right,medium,5.4,6.4,1,0.7,concrete,neutral,commerce
patent number,patent,number,medium,5.0,6.0,1,1.0,concrete,neutral,commerce
brand logo,brand,logo,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
company logo,company,logo,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
business logo,business,logo,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
product line,product,line,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
product launch,product,launch,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
product display,product,display,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
product sample,product,sample,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
free sample,free,sample,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
product demo,product,demo,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
live demo,live,demo,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
sales pitch,sales,pitch,medium,5.4,6.4,1,0.7,concrete,neutral,commerce
sales floor,sales,floor,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
sales team,sales,team,medium,5.4,6.4,1,1.0,concrete,neutral,work
sales rep,sales,rep,medium,5.4,6.4,1,1.0,concrete,neutral,job
sales clerk,sales,clerk,medium,5.2,6.2,1,1.0,concrete,neutral,job
sales manager,sales,manager,medium,5.4,6.4,1,1.0,concrete,neutral,job
district manager,district,manager,medium,5.2,6.2,1,1.0,concrete,neutral,job
regional manager,regional,manager,medium,5.2,6.2,1,1.0,concrete,neutral,job
