phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag
snow shoe,snow,shoe,medium,5.2,6.2,1,1.0,concrete,neutral,sports
snow storm,snow,storm,medium,5.6,6.6,1,1.0,concrete,neutral,nature
sofa bed,sofa,bed,medium,5.4,6.4,1,1.0,concrete,neutral,household
soft ball,soft,ball,high,5.8,6.8,1,1.0,concrete,neutral,sports
song book,song,book,medium,5.2,6.2,1,1.0,concrete,neutral,object
soup bowl,soup,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,household
soup spoon,soup,spoon,medium,5.2,6.2,1,1.0,concrete,neutral,household
spare room,spare,room,medium,5.2,6.2,1,1.0,concrete,neutral,household
spare tire,spare,tire,medium,5.4,6.4,1,1.0,concrete,neutral,transport
speaker wire,speaker,wire,medium,5.2,6.2,1,1.0,concrete,neutral,object
speed trap,speed,trap,medium,5.2,6.2,1,1.0,concrete,neutral,transport
spot light,spot,light,medium,5.4,6.4,1,1.0,concrete,neutral,object
spray bottle,spray,bottle,medium,5.4,6.4,1,1.0,concrete,neutral,object
spray can,spray,can,medium,5.2,6.2,1,1.0,concrete,neutral,object
spray paint,spray,paint,medium,5.4,6.4,1,1.0,concrete,neutral,object
steak knife,steak,knife,medium,5.4,6.4,1,1.0,concrete,neutral,household
step ladder,step,ladder,medium,5.4,6.4,1,1.0,concrete,neutral,household
step stool,step,stool,medium,5.2,6.2,1,1.0,concrete,neutral,household
storage bench,storage,bench,low,4.8,5.8,1,1.0,concrete,neutral,household
storage bin,storage,bin,medium,5.4,6.4,1,1.0,concrete,neutral,household
storage box,storage,box,medium,5.4,6.4,1,1.0,concrete,neutral,household
storage room,storage,room,medium,5.4,6.4,1,1.0,concrete,neutral,household
storage space,storage,space,medium,5.4,6.4,1,1.0,concrete,neutral,household
story book,story,book,medium,5.6,6.6,1,1.0,concrete,neutral,object
street number,street,number,medium,5.2,6.2,1,1.0,concrete,neutral,object
string bean,string,bean,medium,5.4,6.4,1,1.0,concrete,neutral,food
string cheese,string,cheese,medium,5.4,6.4,1,1.0,concrete,neutral,food
string light,string,light,medium,5.2,6.2,1,1.0,concrete,neutral,household
sugar bowl,sugar,bowl,medium,5.2,6.2,1,1.0,concrete,neutral,household
sun beam,sun,beam,medium,5.2,6.2,1,1.0,concrete,neutral,nature
sun burn,sun,burn,medium,5.4,6.4,1,1.0,concrete,neutral,nature
sun rise,sun,rise,medium,5.6,6.6,1,1.0,concrete,neutral,nature
sun roof,sun,roof,medium,5.2,6.2,1,1.0,concrete,neutral,transport
sun room,sun,room,medium,5.2,6.2,1,1.0,concrete,neutral,household
sun set,sun,set,medium,5.6,6.6,1,1.0,concrete,neutral,nature
sun tan,sun,tan,medium,5.4,6.4,1,1.0,concrete,neutral,nature
table setting,table,setting,medium,5.4,6.4,1,1.0,concrete,neutral,household
table spoon,table,spoon,medium,5.2,6.2,1,1.0,concrete,neutral,household
tail light,tail,light,medium,5.4,6.4,1,1.0,concrete,neutral,transport
talent show,talent,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance
tape roll,tape,roll,medium,5.2,6.2,1,1.0,concrete,neutral,object
tea spoon,tea,spoon,medium,5.4,6.4,1,1.0,concrete,neutral,household
text book,text,book,medium,5.6,6.6,1,1.0,concrete,neutral,object
theme song,theme,song,medium,5.4,6.4,1,1.0,concrete,neutral,music
third base,third,base,medium,5.4,6.4,1,1.0,concrete,neutral,sports
throw pillow,throw,pillow,medium,5.4,6.4,1,1.0,concrete,neutral,household
throw rug,throw,rug,medium,5.2,6.2,1,1.0,concrete,neutral,household
tire iron,tire,iron,medium,5.0,6.0,1,1.0,concrete,neutral,tool
tire pump,tire,pump,medium,5.2,6.2,1,1.0,concrete,neutral,tool
toilet brush,toilet,brush,medium,5.2,6.2,1,1.0,concrete,neutral,household
toilet paper,toilet,paper,high,6.0,7.2,1,1.0,concrete,neutral,household
toilet seat,toilet,seat,medium,5.6,6.6,1,1.0,concrete,neutral,household
tool belt,tool,belt,medium,5.2,6.2,1,1.0,concrete,neutral,household
tool chest,tool,chest,medium,5.2,6.2,1,1.0,concrete,neutral,household
tool kit,tool,kit,medium,5.4,6.4,1,1.0,concrete,neutral,household
tool shed,tool,shed,medium,5.2,6.2,1,1.0,concrete,neutral,household
towel hook,towel,hook,medium,5.2,6.2,1,1.0,concrete,neutral,household
trap door,trap,door,medium,5.2,6.2,1,1.0,concrete,neutral,building
trash bag,trash,bag,medium,5.8,6.8,1,1.0,concrete,neutral,household
trash bin,trash,bin,medium,5.6,6.6,1,1.0,concrete,neutral,household
trash can,trash,can,high,6.0,7.2,1,1.0,concrete,neutral,household
turn signal,turn,signal,medium,5.4,6.4,1,1.0,concrete,neutral,transport
tv screen,tv,screen,medium,5.6,6.6,1,1.0,concrete,neutral,object
tv stand,tv,stand,medium,5.4,6.4,1,1.0,concrete,neutral,household
user account,user,account,medium,5.2,6.2,1,1.0,concrete,neutral,technology
utility room,utility,room,medium,5.2,6.2,1,1.0,concrete,neutral,household
vacuum bag,vacuum,bag,medium,5.2,6.2,1,1.0,concrete,neutral,household
vacuum cleaner,vacuum,cleaner,medium,5.6,6.6,1,1.0,concrete,neutral,household
vacuum filter,vacuum,filter,low,4.8,5.8,1,1.0,concrete,neutral,household
volley ball,volley,ball,medium,5.6,6.6,1,1.0,concrete,neutral,sports
waiting room,waiting,room,medium,5.6,6.6,1,1.0,concrete,neutral,building
wall art,wall,art,medium,5.4,6.4,1,1.0,concrete,neutral,household
wall mirror,wall,mirror,medium,5.2,6.2,1,1.0,concrete,neutral,household
wall mount,wall,mount,medium,5.2,6.2,1,1.0,concrete,neutral,household
wall paper,wall,paper,medium,5.4,6.4,1,1.0,concrete,neutral,household
wall plug,wall,plug,medium,5.2,6.2,1,1.0,concrete,neutral,household
wall shelf,wall,shelf,medium,5.2,6.2,1,1.0,concrete,neutral,household
wall socket,wall,socket,medium,5.2,6.2,1,1.0,concrete,neutral,household
washing machine,washing,machine,high,5.8,6.8,1,1.0,concrete,neutral,household
water bottle,water,bottle,high,5.8,6.8,1,1.0,concrete,neutral,object
water bucket,water,bucket,medium,5.4,6.4,1,1.0,concrete,neutral,object
water filter,water,filter,medium,5.4,6.4,1,1.0,concrete,neutral,household
water glass,water,glass,medium,5.6,6.6,1,1.0,concrete,neutral,object
water jug,water,jug,medium,5.2,6.2,1,1.0,concrete,neutral,object
water pipe,water,pipe,medium,5.4,6.4,1,1.0,concrete,neutral,object
water pump,water,pump,medium,5.4,6.4,1,1.0,concrete,neutral,object
watering can,watering,can,medium,5.4,6.4,1,1.0,concrete,neutral,household
welcome mat,welcome,mat,medium,5.2,6.2,1,1.0,concrete,neutral,household
wifi signal,wifi,signal,medium,5.4,6.4,1,1.0,concrete,neutral,technology
window bench,window,bench,low,4.8,5.8,1,1.0,concrete,neutral,household
window blind,window,blind,medium,5.4,6.4,1,1.0,concrete,neutral,household
window frame,window,frame,medium,5.4,6.4,1,1.0,concrete,neutral,household
window lock,window,lock,medium,5.2,6.2,1,1.0,concrete,neutral,household
window screen,window,screen,medium,5.4,6.4,1,1.0,concrete,neutral,household
window sill,window,sill,medium,5.4,6.4,1,1.0,concrete,neutral,household
wooden spoon,wooden,spoon,medium,5.4,6.4,1,1.0,concrete,neutral,household
work boot,work,boot,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
work glove,work,glove,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
work room,work,room,medium,5.2,6.2,2,1.0,concrete,neutral,household
work shop,work,shop,medium,5.4,6.4,2,1.0,concrete,neutral,household
work table,work,table,medium,5.4,6.4,2,1.0,concrete,neutral,household
year book,year,book,medium,5.4,6.4,1,1.0,concrete,neutral,object
yoga mat,yoga,mat,medium,5.4,6.4,1,1.0,concrete,neutral,object
rubber band,rubber,band,medium,5.4,6.4,2,1.0,concrete,neutral,object
rubber boot,rubber,boot,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
rubber glove,rubber,glove,medium,5.4,6.4,1,1.0,concrete,neutral,object
rubber ball,rubber,ball,medium,5.4,6.4,1,1.0,concrete,neutral,object
rubber duck,rubber,duck,medium,5.4,6.4,1,1.0,concrete,neutral,object
beach chair,beach,chair,medium,5.4,6.4,1,1.0,concrete,neutral,household
beach hat,beach,hat,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
beach bag,beach,bag,medium,5.4,6.4,1,1.0,concrete,neutral,object
beach house,beach,house,medium,5.4,6.4,1,1.0,concrete,neutral,building
pool chair,pool,chair,medium,5.2,6.2,1,1.0,concrete,neutral,household
pool towel,pool,towel,medium,5.2,6.2,1,1.0,concrete,neutral,household
pool party,pool,party,medium,5.4,6.4,1,1.0,concrete,neutral,social
birthday cake,birthday,cake,high,5.8,6.8,1,1.0,concrete,neutral,food
birthday card,birthday,card,medium,5.6,6.6,1,1.0,concrete,neutral,object
birthday party,birthday,party,high,5.8,6.8,1,1.0,concrete,neutral,social
birthday gift,birthday,gift,medium,5.6,6.6,1,1.0,concrete,neutral,object
gift card,gift,card,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
gift wrap,gift,wrap,medium,5.4,6.4,1,1.0,concrete,neutral,object
gift box,gift,box,medium,5.4,6.4,1,1.0,concrete,neutral,object
gift bag,gift,bag,medium,5.4,6.4,1,1.0,concrete,neutral,object
card board,card,board,medium,5.4,6.4,1,1.0,concrete,neutral,object
board game,board,game,high,5.8,6.8,1,1.0,concrete,neutral,object
game board,game,board,medium,5.4,6.4,1,1.0,concrete,neutral,object
game piece,game,piece,medium,5.4,6.4,1,1.0,concrete,neutral,object
puzzle piece,puzzle,piece,medium,5.4,6.4,1,1.0,concrete,neutral,object
jigsaw puzzle,jigsaw,puzzle,medium,5.4,6.4,1,1.0,concrete,neutral,object
cross word,cross,word,medium,5.4,6.4,1,1.0,concrete,neutral,object
word search,word,search,medium,5.2,6.2,1,1.0,concrete,neutral,object
search party,search,party,medium,5.2,6.2,2,1.0,concrete,neutral,social
dinner party,dinner,party,medium,5.6,6.6,1,1.0,concrete,neutral,social
