phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag
wild animal,wild,animal,medium,5.6,6.6,1,1.0,concrete,neutral,animal
wild bird,wild,bird,medium,5.4,6.4,1,1.0,concrete,neutral,animal
wild horse,wild,horse,medium,5.4,6.4,1,1.0,concrete,neutral,animal
bird nest,bird,nest,medium,5.6,6.6,1,1.0,concrete,neutral,nature
bird house,bird,house,medium,5.6,6.6,1,1.0,concrete,neutral,object
bird bath,bird,bath,medium,5.4,6.4,1,1.0,concrete,neutral,object
bird cage,bird,cage,medium,5.4,6.4,1,1.0,concrete,neutral,object
bird seed,bird,seed,medium,5.4,6.4,1,1.0,concrete,neutral,object
bird feeder,bird,feeder,medium,5.4,6.4,1,1.0,concrete,neutral,object
bird call,bird,call,medium,5.2,6.2,1,1.0,concrete,neutral,nature
bird song,bird,song,medium,5.4,6.4,1,1.0,concrete,neutral,nature
bird watching,bird,watching,medium,5.2,6.2,1,1.0,concrete,neutral,nature
bee hive,bee,hive,medium,5.6,6.6,1,1.0,concrete,neutral,nature
bee sting,bee,sting,medium,5.4,6.4,1,1.0,concrete,neutral,nature
honey bee,honey,bee,medium,5.6,6.6,1,1.0,concrete,neutral,animal
bumble bee,bumble,bee,medium,5.4,6.4,1,1.0,concrete,neutral,animal
ant hill,ant,hill,medium,5.4,6.4,1,1.0,concrete,neutral,nature
spider web,spider,web,medium,5.6,6.6,1,1.0,concrete,neutral,nature
frog pond,frog,pond,medium,5.2,6.2,1,1.0,concrete,neutral,nature
fish bowl,fish,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,object
fish net,fish,net,medium,5.4,6.4,1,1.0,concrete,neutral,object
fishing rod,fishing,rod,medium,5.6,6.6,1,1.0,concrete,neutral,object
fishing line,fishing,line,medium,5.4,6.4,1,1.0,concrete,neutral,object
fishing pole,fishing,pole,medium,5.6,6.6,1,1.0,concrete,neutral,object
fishing boat,fishing,boat,medium,5.6,6.6,1,1.0,concrete,neutral,transport
fishing trip,fishing,trip,medium,5.4,6.4,1,1.0,concrete,neutral,nature
fishing spot,fishing,spot,medium,5.2,6.2,1,1.0,concrete,neutral,nature
hunting trip,hunting,trip,medium,5.2,6.2,1,1.0,concrete,neutral,nature
hunting dog,hunting,dog,medium,5.2,6.2,1,1.0,concrete,neutral,animal
rain storm,rain,storm,medium,5.6,6.6,1,1.0,concrete,neutral,weather
rain drop,rain,drop,medium,5.6,6.6,1,1.0,concrete,neutral,weather
rain cloud,rain,cloud,medium,5.6,6.6,1,1.0,concrete,neutral,weather
rain coat,rain,coat,medium,5.6,6.6,1,1.0,concrete,neutral,clothing
rain boot,rain,boot,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
rain hat,rain,hat,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
rain water,rain,water,medium,5.4,6.4,1,1.0,concrete,neutral,nature
rain gauge,rain,gauge,medium,5.0,6.0,1,1.0,concrete,neutral,object
rain barrel,rain,barrel,medium,5.0,6.0,1,1.0,concrete,neutral,object
heavy rain,heavy,rain,medium,5.4,6.4,1,1.0,concrete,neutral,weather
light rain,light,rain,medium,5.4,6.4,1,1.0,concrete,neutral,weather
spring rain,spring,rain,medium,5.2,6.2,1,1.0,concrete,neutral,weather
summer rain,summer,rain,medium,5.2,6.2,1,1.0,concrete,neutral,weather
thunder storm,thunder,storm,medium,5.6,6.6,1,1.0,concrete,neutral,weather
thunder cloud,thunder,cloud,medium,5.2,6.2,1,1.0,concrete,neutral,weather
lightning bolt,lightning,bolt,medium,5.4,6.4,1,1.0,concrete,neutral,weather
lightning strike,lightning,strike,medium,5.2,6.2,1,1.0,concrete,neutral,weather
flash flood,flash,flood,medium,5.4,6.4,1,1.0,concrete,neutral,weather
flood water,flood,water,medium,5.2,6.2,1,1.0,concrete,neutral,weather
snow storm,snow,storm,medium,5.6,6.6,1,1.0,concrete,neutral,weather
snow fall,snow,fall,medium,5.6,6.6,1,1.0,concrete,neutral,weather
snow flake,snow,flake,medium,5.6,6.6,1,1.0,concrete,neutral,weather
snow man,snow,man,medium,5.8,6.8,1,1.0,concrete,neutral,object
snow ball,snow,ball,medium,5.8,6.8,1,1.0,concrete,neutral,object
snow drift,snow,drift,medium,5.2,6.2,1,1.0,concrete,neutral,weather
snow plow,snow,plow,medium,5.4,6.4,1,1.0,concrete,neutral,transport
snow shoe,snow,shoe,medium,5.2,6.2,1,1.0,concrete,neutral,object
snow board,snow,board,medium,5.4,6.4,1,1.0,concrete,neutral,object
snow cone,snow,cone,medium,5.4,6.4,1,1.0,concrete,neutral,food
snow day,snow,day,medium,5.6,6.6,1,1.0,concrete,neutral,time
fresh snow,fresh,snow,medium,5.4,6.4,1,1.0,concrete,neutral,weather
deep snow,deep,snow,medium,5.4,6.4,1,1.0,concrete,neutral,weather
heavy snow,heavy,snow,medium,5.4,6.4,1,1.0,concrete,neutral,weather
ice storm,ice,storm,medium,5.4,6.4,1,1.0,concrete,neutral,weather
hail storm,hail,storm,medium,5.2,6.2,1,1.0,concrete,neutral,weather
wind storm,wind,storm,medium,5.4,6.4,1,1.0,concrete,neutral,weather
dust storm,dust,storm,medium,5.4,6.4,1,1.0,concrete,neutral,weather
wind gust,wind,gust,medium,5.2,6.2,1,1.0,concrete,neutral,weather
strong wind,strong,wind,medium,5.4,6.4,1,1.0,concrete,neutral,weather
cold wind,cold,wind,medium,5.4,6.4,1,1.0,concrete,neutral,weather
warm breeze,warm,breeze,medium,5.2,6.2,1,1.0,concrete,neutral,weather
cool breeze,cool,breeze,medium,5.4,6.4,1,1.0,concrete,neutral,weather
ocean breeze,ocean,breeze,medium,5.4,6.4,1,1.0,concrete,neutral,weather
sea breeze,sea,breeze,medium,5.4,6.4,1,1.0,concrete,neutral,weather
wind chill,wind,chill,medium,5.2,6.2,1,1.0,concrete,neutral,weather
wind mill,wind,mill,medium,5.4,6.4,1,1.0,concrete,neutral,object
wind chime,wind,chime,medium,5.4,6.4,1,1.0,concrete,neutral,object
wind sock,wind,sock,medium,5.0,6.0,1,1.0,concrete,neutral,object
cloud cover,cloud,cover,medium,5.2,6.2,1,1.0,concrete,neutral,weather
dark cloud,dark,cloud,medium,5.4,6.4,1,1.0,concrete,neutral,weather
white cloud,white,cloud,medium,5.4,6.4,1,1.0,concrete,neutral,weather
storm cloud,storm,cloud,medium,5.4,6.4,1,1.0,concrete,neutral,weather
sun shine,sun,shine,medium,5.6,6.6,1,1.0,concrete,neutral,weather
sun set,sun,set,medium,5.8,6.8,1,1.0,concrete,neutral,nature
sun rise,sun,rise,medium,5.8,6.8,1,1.0,concrete,neutral,nature
sun ray,sun,ray,medium,5.2,6.2,1,1.0,concrete,neutral,nature
sun burn,sun,burn,medium,5.6,6.6,1,1.0,concrete,neutral,nature
sun tan,sun,tan,medium,5.4,6.4,1,1.0,concrete,neutral,nature
sun screen,sun,screen,medium,5.4,6.4,1,1.0,concrete,neutral,object
sun hat,sun,hat,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
sun glasses,sun,glasses,medium,5.6,6.6,1,1.0,concrete,neutral,object
sun roof,sun,roof,medium,5.4,6.4,1,1.0,concrete,neutral,transport
sun dial,sun,dial,medium,5.2,6.2,1,1.0,concrete,neutral,object
bright sun,bright,sun,medium,5.4,6.4,1,1.0,concrete,neutral,weather
hot sun,hot,sun,medium,5.4,6.4,1,1.0,concrete,neutral,weather
morning sun,morning,sun,medium,5.4,6.4,1,1.0,concrete,neutral,time
afternoon sun,afternoon,sun,medium,5.2,6.2,1,1.0,concrete,neutral,time
moon light,moon,light,medium,5.6,6.6,1,1.0,concrete,neutral,nature
full moon,full,moon,medium,5.6,6.6,1,1.0,concrete,neutral,nature
half moon,half,moon,medium,5.4,6.4,1,1.0,concrete,neutral,nature
new moon,new,moon,medium,5.4,6.4,1,1.0,concrete,neutral,nature
crescent moon,crescent,moon,medium,5.2,6.2,1,1.0,concrete,neutral,nature
night sky,night,sky,medium,5.6,6.6,1,1.0,concrete,neutral,nature
clear sky,clear,sky,medium,5.4,6.4,1,1.0,concrete,neutral,weather
blue sky,blue,sky,medium,5.6,6.6,1,1.0,concrete,neutral,weather
cloudy sky,cloudy,sky,medium,5.4,6.4,1,1.0,concrete,neutral,weather
dark sky,dark,sky,medium,5.4,6.4,1,1.0,concrete,neutral,weather
star light,star,light,medium,5.4,6.4,1,1.0,concrete,neutral,nature
shooting star,shooting,star,medium,5.4,6.4,1,1.0,concrete,neutral,nature
bright star,bright,star,medium,5.4,6.4,1,1.0,concrete,neutral,nature
north star,north,star,medium,5.4,6.4,1,1.0,concrete,neutral,nature
morning star,morning,star,medium,5.2,6.2,1,1.0,concrete,neutral,nature
evening star,evening,star,medium,5.2,6.2,1,1.0,concrete,neutral,nature
spring time,spring,time,medium,5.6,6.6,1,1.0,concrete,neutral,time
spring day,spring,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
spring flower,spring,flower,medium,5.4,6.4,1,1.0,concrete,neutral,nature
spring break,spring,break,medium,5.6,6.6,1,1.0,concrete,neutral,time
summer time,summer,time,medium,5.6,6.6,1,1.0,concrete,neutral,time
summer day,summer,day,medium,5.6,6.6,1,1.0,concrete,neutral,time
summer heat,summer,heat,medium,5.4,6.4,1,1.0,concrete,neutral,weather
summer vacation,summer,vacation,medium,5.6,6.6,1,1.0,concrete,neutral,time
fall season,fall,season,medium,5.2,6.2,1,1.0,concrete,neutral,time
fall leaves,fall,leaves,medium,5.4,6.4,1,1.0,concrete,neutral,nature
fall color,fall,color,medium,5.2,6.2,1,1.0,concrete,neutral,nature
autumn leaves,autumn,leaves,medium,5.4,6.4,1,1.0,concrete,neutral,nature
winter time,winter,time,medium,5.4,6.4,1,1.0,concrete,neutral,time
winter day,winter,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
winter coat,winter,coat,medium,5.6,6.6,1,1.0,concrete,neutral,clothing
winter storm,winter,storm,medium,5.4,6.4,1,1.0,concrete,neutral,weather
cold winter,cold,winter,medium,5.4,6.4,1,1.0,concrete,neutral,time
long winter,long,winter,medium,5.2,6.2,1,1.0,concrete,neutral,time
hot summer,hot,summer,medium,5.4,6.4,1,1.0,concrete,neutral,time
warm summer,warm,summer,medium,5.2,6.2,1,1.0,concrete,neutral,time
cool fall,cool,fall,medium,5.2,6.2,1,1.0,concrete,neutral,time
mild spring,mild,spring,medium,5.0,6.0,1,1.0,concrete,neutral,time
dry spell,dry,spell,medium,5.2,6.2,1,1.0,concrete,neutral,weather
heat wave,heat,wave,medium,5.4,6.4,1,1.0,concrete,neutral,weather
cold snap,cold,snap,medium,5.2,6.2,1,1.0,concrete,neutral,weather
cold front,cold,front,medium,5.2,6.2,1,1.0,concrete,neutral,weather
warm front,warm,front,medium,5.0,6.0,1,1.0,concrete,neutral,weather
weather map,weather,map,medium,5.2,6.2,1,1.0,concrete,neutral,object
weather vane,weather,vane,medium,5.2,6.2,1,1.0,concrete,neutral,object
weather report,weather,report,medium,5.4,6.4,1,1.0,concrete,neutral,communication
