phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity,level_tier
dried fruit,dried,fruit,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
drift away,drift,away,medium,5.2,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
drill bit,drill,bit,medium,5.2,1.63,1,1.0,concrete,neutral,tool,20.0,1,4,mid (21-50)
drill press,drill,press,medium,5.0,1.63,1,1.0,concrete,neutral,craft,24.0,1,3,mid (21-50)
drill team,drill,team,medium,5.0,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
drink holder,drink,holder,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
drink menu,drink,menu,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
drink stand,drink,stand,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
drive shaft,drive,shaft,medium,5.0,1.63,1,1.0,concrete,neutral,transport,24.0,1,3,mid (21-50)
drive through,drive,through,medium,5.6,1.67,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
drive time,drive,time,medium,5.5,1.67,2,1.0,concrete,neutral,transport,21.5,1,4,mid (21-50)
drop in,drop,in,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
drop off,drop,off,medium,5.6,1.67,1,1.0,concrete,neutral,action,20.0,1,4,mid (21-50)
drug store,drug,store,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
drum line,drum,line,medium,5.2,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
drum roll,drum,roll,medium,5.4,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
drum set,drum,set,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
drum stick,drum,stick,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
dry spell,dry,spell,medium,5.2,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
dryer lint,dryer,lint,medium,5.0,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
dryer sheet,dryer,sheet,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
duck pond,duck,pond,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
duct tape,duct,tape,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
dumb luck,dumb,luck,medium,5.2,1.58,1,0.5,abstract,neutral,social,20.0,1,4,mid (21-50)
dump truck,dump,truck,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
dust pan,dust,pan,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
dust storm,dust,storm,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
early day,early,day,medium,5.2,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
earth tone,earth,tone,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
easy way,easy,way,medium,5.4,1.58,1,0.5,abstract,positive,action,20.0,1,4,mid (21-50)
egg drop,egg,drop,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
egg roll,egg,roll,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
egg salad,egg,salad,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
egg white,egg,white,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
egg yolk,egg,yolk,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
either way,either,way,medium,5.4,1.58,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
electric guitar,electric,guitar,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
elementary school,elementary,school,medium,5.6,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
elevator shaft,elevator,shaft,medium,5.0,1.63,1,1.0,concrete,neutral,architecture,28.5,1,3,mid (21-50)
email account,email,account,medium,5.4,1.63,2,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
email address,email,address,medium,5.6,2.22,2,1.0,concrete,neutral,communication,20.0,1,4,early (1-20)
email message,email,message,medium,5.4,1.63,1,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
emergency exit,emergency,exit,medium,5.4,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
employee handbook,employee,handbook,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
employee parking,employee,parking,medium,5.2,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
end game,end,game,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
end table,end,table,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
end zone,end,zone,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
energy drink,energy,drink,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
engine room,engine,room,medium,5.0,1.63,1,1.0,concrete,neutral,maritime,20.0,1,4,mid (21-50)
english class,english,class,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
english muffin,english,muffin,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
entrance fee,entrance,fee,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
entry bench,entry,bench,low,4.6,1.32,1,1.0,concrete,neutral,household,20.0,1,4,late (51+)
evening star,evening,star,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
exchange policy,exchange,policy,medium,5.0,1.6,1,0.7,concrete,neutral,commerce,20.0,1,4,mid (21-50)
exit sign,exit,sign,medium,5.4,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
express shipping,express,shipping,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
express way,express,way,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
extension cord,extension,cord,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
extra time,extra,time,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
face cloth,face,cloth,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
face lift,face,lift,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
face off,face,off,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
face time,face,time,medium,5.4,1.59,1,0.6,abstract,neutral,time,20.0,1,4,mid (21-50)
factor in,factor,in,medium,5.2,1.57,1,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
factory floor,factory,floor,medium,5.2,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
fade away,fade,away,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
fair chance,fair,chance,medium,5.2,1.57,1,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
fair game,fair,game,medium,5.2,1.6,1,0.7,concrete,neutral,social,20.0,1,4,mid (21-50)
fake news,fake,news,medium,5.4,1.6,1,0.7,abstract,negative,communication,20.0,1,4,mid (21-50)
fall back,fall,back,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
fall color,fall,color,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
fall down,fall,down,medium,5.6,1.63,1,0.6,abstract,negative,action,20.0,1,4,mid (21-50)
fall leaves,fall,leaves,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
fall season,fall,season,medium,5.2,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
fall through,fall,through,medium,5.4,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
false start,false,start,medium,5.2,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
family business,family,business,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
family dinner,family,dinner,medium,5.6,1.67,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
family friend,family,friend,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
family name,family,name,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
family pet,family,pet,medium,5.4,1.63,2,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
family photo,family,photo,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
family room,family,room,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
family time,family,time,medium,5.6,1.67,3,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
family tree,family,tree,medium,5.4,1.61,3,0.8,concrete,neutral,social,20.0,1,4,mid (21-50)
family trip,family,trip,medium,5.4,1.63,3,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
fan club,fan,club,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
fan mail,fan,mail,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fanny pack,fanny,pack,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,21.5,1,4,mid (21-50)
far away,far,away,medium,5.6,1.63,1,0.6,abstract,neutral,distance,20.0,1,4,mid (21-50)
farm hand,farm,hand,medium,5.5,1.64,2,0.7,concrete,neutral,agriculture,25.0,2,4,mid (21-50)
farm house,farm,house,medium,5.5,1.64,2,0.7,concrete,neutral,architecture,26.5,2,4,mid (21-50)
farm worker,farm,worker,medium,5.5,1.67,1,1.0,concrete,neutral,agriculture,23.0,1,4,mid (21-50)
farmers market,farmers,market,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
fashion show,fashion,show,medium,5.4,1.63,1,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
fast food,fast,food,high,5.8,2.07,2,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
fast start,fast,start,medium,5.2,1.58,1,0.5,abstract,positive,action,20.0,1,4,mid (21-50)
fast track,fast,track,medium,5.4,1.58,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
fat chance,fat,chance,medium,5.2,1.57,1,0.4,abstract,negative,thought,20.0,1,4,mid (21-50)
faucet handle,faucet,handle,medium,5.0,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
fax machine,fax,machine,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fax number,fax,number,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fence post,fence,post,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
ferry boat,ferry,boat,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
field day,field,day,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
field trip,field,trip,medium,5.6,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
field work,field,work,medium,5.4,1.6,1,0.7,abstract,neutral,work,20.0,1,4,mid (21-50)
fifth grade,fifth,grade,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
fight back,fight,back,medium,5.6,1.62,1,0.5,abstract,positive,action,20.0,1,4,mid (21-50)
fight song,fight,song,medium,5.2,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
fighting chance,fighting,chance,medium,5.2,1.57,1,0.4,abstract,positive,thought,20.0,1,4,mid (21-50)
figure out,figure,out,high,5.8,2.05,1,0.5,abstract,neutral,thought,20.0,1,4,early (1-20)
file box,file,box,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
file folder,file,folder,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
filing cabinet,filing,cabinet,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fill in,fill,in,medium,5.6,1.62,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
fill out,fill,out,medium,5.6,1.67,1,1.0,concrete,neutral,action,20.0,1,4,mid (21-50)
fill up,fill,up,medium,5.6,1.63,1,0.6,abstract,neutral,action,20.0,1,4,mid (21-50)
film club,film,club,medium,5.0,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
final score,final,score,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
final stretch,final,stretch,medium,5.0,1.57,2,0.4,abstract,neutral,action,20.0,1,4,mid (21-50)
final test,final,test,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
find out,find,out,high,5.8,2.05,1,0.5,abstract,neutral,action,20.0,1,4,early (1-20)
find way,find,way,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
fine art,fine,art,medium,5.2,1.61,1,0.8,concrete,neutral,art,20.0,1,4,mid (21-50)
fine print,fine,print,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
finger food,finger,food,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
finger paint,finger,paint,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
finish line,finish,line,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
fire alarm,fire,alarm,medium,5.6,1.67,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
fire away,fire,away,medium,5.2,1.57,2,0.4,abstract,positive,communication,20.0,1,4,mid (21-50)
fire exit,fire,exit,medium,5.4,1.63,2,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
fire hose,fire,hose,high,5.5,2.07,2,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
fire pit,fire,pit,high,5.5,2.07,2,1.0,concrete,neutral,household,18.5,1,4,early (1-20)
fire sale,fire,sale,medium,5.2,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
fire show,fire,show,low,4.8,1.32,2,1.0,concrete,neutral,performance,20.0,1,4,late (51+)
fire truck,fire,truck,high,6.2,2.23,1,1.0,concrete,neutral,transport,20.0,1,4,early (1-20)
first base,first,base,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
first class,first,class,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
first grade,first,grade,medium,5.6,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
first mate,first,mate,medium,5.5,1.67,1,1.0,concrete,neutral,maritime,21.5,1,4,mid (21-50)
fish bowl,fish,bowl,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fish fry,fish,fry,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fish hook,fish,hook,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fish market,fish,market,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
fish net,fish,net,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fish pond,fish,pond,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
fish sauce,fish,sauce,medium,5.2,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fish stick,fish,stick,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fish tank,fish,tank,high,5.5,2.07,2,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
fishing boat,fishing,boat,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
fishing line,fishing,line,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fishing pole,fishing,pole,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fishing reel,fishing,reel,high,5.5,2.07,2,1.0,concrete,neutral,object_neutral,24.5,1,4,early (1-20)
fishing rod,fishing,rod,medium,5.6,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fishing spot,fishing,spot,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
fishing trip,fishing,trip,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
fit in,fit,in,medium,5.6,1.62,1,0.5,abstract,positive,social,20.0,1,4,mid (21-50)
fitness club,fitness,club,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
fitting room,fitting,room,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
flag pole,flag,pole,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
flag team,flag,team,medium,5.0,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
flash back,flash,back,medium,5.4,1.58,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
flash card,flash,card,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
flash drive,flash,drive,medium,5.6,1.67,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
flash flood,flash,flood,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
flash light,flash,light,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
flash sale,flash,sale,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
flat bed,flat,bed,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flat tire,flat,tire,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flea market,flea,market,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
flight crew,flight,crew,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flight deck,flight,deck,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flight path,flight,path,medium,5.2,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flight plan,flight,plan,medium,5.2,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flip side,flip,side,medium,5.4,1.58,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
flood water,flood,water,medium,5.2,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
floor board,floor,board,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
floor cushion,floor,cushion,low,5.0,1.36,1,1.0,concrete,neutral,household,20.0,1,4,late (51+)
floor lamp,floor,lamp,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
floor map,floor,map,high,5.5,2.07,2,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
floor mat,floor,mat,medium,5.4,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
floor plan,floor,plan,medium,5.5,1.67,1,1.0,concrete,neutral,architecture,21.5,1,4,mid (21-50)
floor rug,floor,rug,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
floor tile,floor,tile,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
flower bed,flower,bed,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
flower garden,flower,garden,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
flower petal,flower,petal,medium,5.4,1.63,3,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
flower pot,flower,pot,medium,5.6,1.67,3,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
flower shop,flower,shop,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
flower show,flower,show,medium,5.2,1.63,2,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
flower vase,flower,vase,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
fly trap,fly,trap,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
foam cup,foam,cup,medium,5.0,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
folk music,folk,music,medium,5.2,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
folk song,folk,song,medium,5.2,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
follow through,follow,through,medium,5.4,1.58,1,0.5,abstract,positive,action,20.0,1,4,mid (21-50)
food cart,food,cart,medium,5.4,1.63,4,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
food chain,food,chain,medium,5.4,1.6,4,0.7,concrete,neutral,nature,20.0,1,4,mid (21-50)
food coloring,food,coloring,medium,5.2,1.63,4,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
food court,food,court,medium,5.6,1.67,4,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
food festival,food,festival,medium,5.4,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
food stand,food,stand,medium,5.4,1.63,5,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
food truck,food,truck,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
food web,food,web,medium,5.2,1.6,1,0.7,concrete,neutral,nature,20.0,1,4,mid (21-50)
fool around,fool,around,medium,5.4,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
foot ball,foot,ball,high,6.2,2.08,1,1.0,concrete,neutral,sports,20.0,1,4,early (1-20)
foot path,foot,path,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
foot race,foot,race,medium,5.2,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
foot rest,foot,rest,high,5.5,2.07,2,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
foot stool,foot,stool,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
foot work,foot,work,medium,5.2,1.58,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
football field,football,field,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football game,football,game,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football helmet,football,helmet,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football player,football,player,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football season,football,season,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football team,football,team,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
for sale,for,sale,high,5.8,2.07,1,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
forest fire,forest,fire,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
forest floor,forest,floor,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
forest path,forest,path,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
forest ranger,forest,ranger,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
forest trail,forest,trail,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
forget about,forget,about,medium,5.6,1.62,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
fork lift,fork,lift,medium,5.5,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
formal dress,formal,dress,medium,5.2,1.63,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
fourth grade,fourth,grade,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
frame of mind,frame,of,medium,5.0,1.57,1,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
frame work,frame,work,medium,5.4,1.57,1,0.4,abstract,neutral,work,20.0,1,4,mid (21-50)
freak out,freak,out,medium,5.4,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
free sample,free,sample,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
free shipping,free,shipping,medium,5.6,1.67,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
free throw,free,throw,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
free time,free,time,medium,5.6,1.67,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
free way,free,way,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
freeway exit,freeway,exit,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
freight train,freight,train,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
french fry,french,fry,high,5.8,2.07,1,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
french toast,french,toast,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fresh fruit,fresh,fruit,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fresh idea,fresh,idea,medium,5.2,1.58,1,0.5,abstract,positive,thought,20.0,1,4,mid (21-50)
fresh snow,fresh,snow,medium,5.4,1.63,2,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
fresh start,fresh,start,medium,5.4,1.58,2,0.5,abstract,positive,action,20.0,1,4,mid (21-50)
fresh take,fresh,take,medium,5.2,1.57,1,0.4,abstract,positive,thought,20.0,1,4,mid (21-50)
fresh water,fresh,water,medium,5.5,1.67,1,1.0,concrete,neutral,nature,23.0,1,4,mid (21-50)
fried chicken,fried,chicken,high,5.8,2.07,1,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
fried egg,fried,egg,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fried rice,fried,rice,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
frog pond,frog,pond,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
front desk,front,desk,medium,5.6,1.67,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
front door,front,door,high,6.5,2.23,2,1.0,concrete,neutral,household,19.5,1,5,early (1-20)
front lawn,front,lawn,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
front office,front,office,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
front pocket,front,pocket,medium,5.5,1.64,3,0.7,concrete,neutral,clothing,29.5,2,4,mid (21-50)
front porch,front,porch,medium,5.5,1.64,3,0.7,concrete,neutral,architecture,28.0,2,4,mid (21-50)
front room,front,room,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
front yard,front,yard,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
