phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag
lined paper,lined,paper,medium,5.4,6.4,1,1.0,concrete,neutral,object
blank paper,blank,paper,medium,5.4,6.4,1,1.0,concrete,neutral,object
copy paper,copy,paper,medium,5.4,6.4,1,1.0,concrete,neutral,object
printer paper,printer,paper,medium,5.4,6.4,1,1.0,concrete,neutral,object
scrap paper,scrap,paper,medium,5.2,6.2,1,1.0,concrete,neutral,object
news paper,news,paper,high,5.8,6.8,1,1.0,concrete,neutral,object
school paper,school,paper,medium,5.2,6.2,1,1.0,concrete,neutral,school
term paper,term,paper,medium,5.2,6.2,1,1.0,concrete,neutral,school
voting booth,voting,booth,medium,5.2,6.2,1,1.0,concrete,neutral,civic
class election,class,election,medium,5.2,6.2,1,1.0,concrete,neutral,school
class president,class,president,medium,5.4,6.4,1,1.0,concrete,neutral,school
student council,student,council,medium,5.2,6.2,1,1.0,concrete,neutral,school
honor roll,honor,roll,medium,5.4,6.4,1,1.0,concrete,neutral,school
dean list,dean,list,medium,5.0,6.0,1,1.0,concrete,neutral,school
graduation day,graduation,day,medium,5.4,6.4,1,1.0,concrete,neutral,school
graduation cap,graduation,cap,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
prom night,prom,night,medium,5.4,6.4,1,1.0,concrete,neutral,school
prom dress,prom,dress,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
prom date,prom,date,medium,5.2,6.2,1,1.0,concrete,neutral,social
senior year,senior,year,medium,5.4,6.4,1,1.0,concrete,neutral,school
junior year,junior,year,medium,5.2,6.2,1,1.0,concrete,neutral,school
field trip,field,trip,medium,5.6,6.6,1,1.0,concrete,neutral,school
field day,field,day,medium,5.4,6.4,1,1.0,concrete,neutral,school
sports day,sports,day,medium,5.4,6.4,1,1.0,concrete,neutral,school
picture day,picture,day,medium,5.4,6.4,1,1.0,concrete,neutral,school
spirit week,spirit,week,medium,5.2,6.2,1,1.0,concrete,neutral,school
spirit day,spirit,day,medium,5.2,6.2,1,1.0,concrete,neutral,school
pep rally,pep,rally,medium,5.4,6.4,1,1.0,concrete,neutral,school
cheer squad,cheer,squad,medium,5.4,6.4,1,1.0,concrete,neutral,sports
cheer leader,cheer,leader,medium,5.6,6.6,1,1.0,concrete,neutral,sports
drum line,drum,line,medium,5.2,6.2,1,1.0,concrete,neutral,music
color guard,color,guard,medium,5.2,6.2,1,1.0,concrete,neutral,sports
honor guard,honor,guard,medium,5.0,6.0,1,1.0,concrete,neutral,civic
flag team,flag,team,medium,5.0,6.0,1,1.0,concrete,neutral,sports
drill team,drill,team,medium,5.0,6.0,1,1.0,concrete,neutral,sports
debate team,debate,team,medium,5.2,6.2,1,1.0,concrete,neutral,school
quiz bowl,quiz,bowl,medium,5.2,6.2,1,1.0,concrete,neutral,school
spelling bee,spelling,bee,medium,5.6,6.6,1,1.0,concrete,neutral,school
honor society,honor,society,medium,5.0,6.0,1,1.0,concrete,neutral,school
book club,book,club,medium,5.6,6.6,1,1.0,concrete,neutral,social
chess club,chess,club,medium,5.2,6.2,1,1.0,concrete,neutral,social
drama club,drama,club,medium,5.4,6.4,1,1.0,concrete,neutral,school
glee club,glee,club,medium,5.2,6.2,1,1.0,concrete,neutral,school
science club,science,club,medium,5.2,6.2,1,1.0,concrete,neutral,school
art club,art,club,medium,5.2,6.2,1,1.0,concrete,neutral,school
math club,math,club,medium,5.2,6.2,1,1.0,concrete,neutral,school
film club,film,club,medium,5.0,6.0,1,1.0,concrete,neutral,social
fan club,fan,club,medium,5.4,6.4,1,1.0,concrete,neutral,social
country club,country,club,medium,5.4,6.4,1,1.0,concrete,neutral,social
health club,health,club,medium,5.2,6.2,1,1.0,concrete,neutral,social
fitness club,fitness,club,medium,5.2,6.2,1,1.0,concrete,neutral,social
night club,night,club,medium,5.4,6.4,1,1.0,concrete,neutral,social
club house,club,house,medium,5.4,6.4,1,1.0,concrete,neutral,building
club meeting,club,meeting,medium,5.2,6.2,1,1.0,concrete,neutral,social
club member,club,member,medium,5.2,6.2,1,1.0,concrete,neutral,social
card member,card,member,medium,5.0,6.0,1,1.0,concrete,neutral,social
team member,team,member,medium,5.4,6.4,1,1.0,concrete,neutral,social
band member,band,member,medium,5.2,6.2,1,1.0,concrete,neutral,social
staff member,staff,member,medium,5.2,6.2,1,1.0,concrete,neutral,job
class member,class,member,medium,5.0,6.0,1,1.0,concrete,neutral,school
group member,group,member,medium,5.2,6.2,1,1.0,concrete,neutral,social
study group,study,group,medium,5.4,6.4,1,1.0,concrete,neutral,school
study hall,study,hall,medium,5.4,6.4,1,1.0,concrete,neutral,school
study time,study,time,medium,5.2,6.2,1,1.0,concrete,neutral,time
study break,study,break,medium,5.2,6.2,1,1.0,concrete,neutral,time
study guide,study,guide,medium,5.2,6.2,1,1.0,concrete,neutral,object
flash card,flash,card,medium,5.4,6.4,1,1.0,concrete,neutral,object
index card,index,card,medium,5.4,6.4,1,1.0,concrete,neutral,object
note card,note,card,medium,5.4,6.4,1,1.0,concrete,neutral,object
post card,post,card,medium,5.6,6.6,1,1.0,concrete,neutral,object
greeting card,greeting,card,medium,5.4,6.4,1,1.0,concrete,neutral,object
thank you,thank,you,high,6.0,7.2,1,0.8,concrete,neutral,social
good bye,good,bye,high,5.8,6.8,1,1.0,concrete,neutral,social
good night,good,night,high,5.8,6.8,1,1.0,concrete,neutral,social
good morning,good,morning,high,5.8,6.8,1,1.0,concrete,neutral,social
good luck,good,luck,high,5.8,6.8,1,0.8,concrete,neutral,social
good time,good,time,high,5.8,6.8,1,0.8,concrete,neutral,social
good day,good,day,medium,5.6,6.6,1,1.0,concrete,neutral,social
bad day,bad,day,medium,5.6,6.6,1,1.0,concrete,neutral,social
long day,long,day,medium,5.6,6.6,1,1.0,concrete,neutral,time
busy day,busy,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
fun day,fun,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
rest day,rest,day,medium,5.2,6.2,1,1.0,concrete,neutral,time
sick day,sick,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
work day,work,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
pay day,pay,day,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
half day,half,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
off day,off,day,medium,5.2,6.2,1,1.0,concrete,neutral,time
early day,early,day,medium,5.2,6.2,1,1.0,concrete,neutral,time
late day,late,day,medium,5.0,6.0,1,1.0,concrete,neutral,time
rainy day,rainy,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
sunny day,sunny,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
snowy day,snowy,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
cloudy day,cloudy,day,medium,5.2,6.2,1,1.0,concrete,neutral,time
windy day,windy,day,medium,5.2,6.2,1,1.0,concrete,neutral,time
cold day,cold,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
hot day,hot,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
warm day,warm,day,medium,5.2,6.2,1,1.0,concrete,neutral,time
cool day,cool,day,medium,5.2,6.2,1,1.0,concrete,neutral,time
nice day,nice,day,medium,5.6,6.6,1,1.0,concrete,neutral,time
great day,great,day,medium,5.6,6.6,1,1.0,concrete,neutral,time
perfect day,perfect,day,medium,5.4,6.4,1,1.0,concrete,neutral,time
holiday break,holiday,break,medium,5.4,6.4,1,1.0,concrete,neutral,time
winter break,winter,break,medium,5.4,6.4,1,1.0,concrete,neutral,time
summer break,summer,break,medium,5.4,6.4,1,1.0,concrete,neutral,time
lunch break,lunch,break,medium,5.6,6.6,1,1.0,concrete,neutral,time
short break,short,break,medium,5.2,6.2,1,1.0,concrete,neutral,time
quick break,quick,break,medium,5.2,6.2,1,1.0,concrete,neutral,time
water break,water,break,medium,5.2,6.2,1,1.0,concrete,neutral,time
snack break,snack,break,medium,5.2,6.2,1,1.0,concrete,neutral,time
bathroom break,bathroom,break,medium,5.2,6.2,1,1.0,concrete,neutral,time
story time,story,time,medium,5.6,6.6,1,1.0,concrete,neutral,time
nap time,nap,time,medium,5.4,6.4,1,1.0,concrete,neutral,time
bed time,bed,time,medium,5.8,6.8,1,1.0,concrete,neutral,time
bath time,bath,time,medium,5.4,6.4,1,1.0,concrete,neutral,time
quiet time,quiet,time,medium,5.4,6.4,1,1.0,concrete,neutral,time
free time,free,time,medium,5.6,6.6,1,1.0,concrete,neutral,time
spare time,spare,time,medium,5.4,6.4,1,1.0,concrete,neutral,time
extra time,extra,time,medium,5.4,6.4,1,1.0,concrete,neutral,time
half time,half,time,medium,5.4,6.4,1,1.0,concrete,neutral,sports
over time,over,time,medium,5.4,6.4,1,1.0,concrete,neutral,time
down time,down,time,medium,5.4,6.4,1,0.8,concrete,neutral,time
