phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag
english muffin,english,muffin,medium,5.4,6.4,1,1.0,concrete,neutral,food
bran muffin,bran,muffin,medium,5.2,6.2,1,1.0,concrete,neutral,food
corn muffin,corn,muffin,medium,5.4,6.4,1,1.0,concrete,neutral,food
oat meal,oat,meal,medium,5.6,6.6,1,1.0,concrete,neutral,food
corn meal,corn,meal,medium,5.2,6.2,1,1.0,concrete,neutral,food
whole grain,whole,grain,medium,5.4,6.4,1,1.0,concrete,neutral,food
cereal box,cereal,box,medium,5.6,6.6,1,1.0,concrete,neutral,object
cereal bowl,cereal,bowl,medium,5.6,6.6,1,1.0,concrete,neutral,object
granola bar,granola,bar,medium,5.4,6.4,1,1.0,concrete,neutral,food
candy corn,candy,corn,medium,5.4,6.4,1,1.0,concrete,neutral,food
cotton candy,cotton,candy,medium,5.6,6.6,1,1.0,concrete,neutral,food
candy store,candy,store,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
candy cane,candy,cane,medium,5.6,6.6,1,1.0,concrete,neutral,food
candy bar,candy,bar,medium,5.6,6.6,1,1.0,concrete,neutral,food
candy shop,candy,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
hard candy,hard,candy,medium,5.4,6.4,1,1.0,concrete,neutral,food
gummy bear,gummy,bear,medium,5.6,6.6,1,1.0,concrete,neutral,food
gummy worm,gummy,worm,medium,5.4,6.4,1,1.0,concrete,neutral,food
lollipop stick,lollipop,stick,low,5.0,6.0,1,1.0,concrete,neutral,food
mint chocolate,mint,chocolate,medium,5.4,6.4,1,1.0,concrete,neutral,food
peppermint stick,peppermint,stick,low,5.0,6.0,1,1.0,concrete,neutral,food
candy apple,candy,apple,medium,5.4,6.4,1,1.0,concrete,neutral,food
caramel apple,caramel,apple,medium,5.4,6.4,1,1.0,concrete,neutral,food
caramel corn,caramel,corn,medium,5.2,6.2,1,1.0,concrete,neutral,food
caramel sauce,caramel,sauce,medium,5.2,6.2,1,1.0,concrete,neutral,food
marshmallow roast,marshmallow,roast,low,5.0,6.0,1,1.0,concrete,neutral,food
hot cocoa,hot,cocoa,medium,5.6,6.6,1,1.0,concrete,neutral,drink
cocoa powder,cocoa,powder,medium,5.2,6.2,1,1.0,concrete,neutral,food
cookie sheet,cookie,sheet,medium,5.4,6.4,1,1.0,concrete,neutral,object
cookie jar,cookie,jar,medium,5.6,6.6,1,1.0,concrete,neutral,object
cookie cutter,cookie,cutter,medium,5.4,6.4,1,1.0,concrete,neutral,object
sugar cookie,sugar,cookie,medium,5.6,6.6,1,1.0,concrete,neutral,food
oatmeal cookie,oatmeal,cookie,medium,5.4,6.4,1,1.0,concrete,neutral,food
peanut butter,peanut,butter,high,6.2,7.4,1,1.0,concrete,neutral,food
cracker jack,cracker,jack,medium,5.2,6.2,1,1.0,concrete,neutral,food
graham cracker,graham,cracker,medium,5.4,6.4,1,1.0,concrete,neutral,food
cheese cracker,cheese,cracker,medium,5.2,6.2,1,1.0,concrete,neutral,food
oyster cracker,oyster,cracker,medium,5.0,6.0,1,1.0,concrete,neutral,food
pretzel stick,pretzel,stick,medium,5.2,6.2,1,1.0,concrete,neutral,food
soft pretzel,soft,pretzel,medium,5.4,6.4,1,1.0,concrete,neutral,food
hot pretzel,hot,pretzel,medium,5.2,6.2,1,1.0,concrete,neutral,food
snack food,snack,food,medium,5.6,6.6,1,1.0,concrete,neutral,food
snack bar,snack,bar,medium,5.6,6.6,1,1.0,concrete,neutral,food
snack pack,snack,pack,medium,5.4,6.4,1,1.0,concrete,neutral,food
snack time,snack,time,medium,5.4,6.4,1,1.0,concrete,neutral,time
lunch box,lunch,box,medium,5.8,6.8,1,1.0,concrete,neutral,object
lunch bag,lunch,bag,medium,5.6,6.6,1,1.0,concrete,neutral,object
lunch break,lunch,break,medium,5.8,6.8,1,1.0,concrete,neutral,time
lunch time,lunch,time,medium,5.6,6.6,1,1.0,concrete,neutral,time
lunch menu,lunch,menu,medium,5.4,6.4,1,1.0,concrete,neutral,food
dinner plate,dinner,plate,medium,5.6,6.6,1,1.0,concrete,neutral,object
dinner table,dinner,table,medium,5.8,6.8,1,1.0,concrete,neutral,household
dinner time,dinner,time,medium,5.6,6.6,1,1.0,concrete,neutral,time
dinner menu,dinner,menu,medium,5.4,6.4,1,1.0,concrete,neutral,food
dinner bell,dinner,bell,medium,5.4,6.4,1,1.0,concrete,neutral,object
dinner roll,dinner,roll,medium,5.4,6.4,1,1.0,concrete,neutral,food
breakfast bar,breakfast,bar,medium,5.2,6.2,1,1.0,concrete,neutral,food
breakfast burrito,breakfast,burrito,medium,5.4,6.4,1,1.0,concrete,neutral,food
breakfast sandwich,breakfast,sandwich,medium,5.4,6.4,1,1.0,concrete,neutral,food
breakfast table,breakfast,table,medium,5.2,6.2,1,1.0,concrete,neutral,household
brunch menu,brunch,menu,medium,5.0,6.0,1,1.0,concrete,neutral,food
food court,food,court,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
food truck,food,truck,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
food stand,food,stand,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
food cart,food,cart,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
fast food,fast,food,high,5.8,6.8,1,1.0,concrete,neutral,food
junk food,junk,food,medium,5.6,6.6,1,1.0,concrete,neutral,food
health food,health,food,medium,5.4,6.4,1,1.0,concrete,neutral,food
baby food,baby,food,medium,5.6,6.6,1,1.0,concrete,neutral,food
soul food,soul,food,medium,5.4,6.4,1,1.0,concrete,neutral,food
finger food,finger,food,medium,5.4,6.4,1,1.0,concrete,neutral,food
comfort food,comfort,food,medium,5.4,6.4,1,0.8,concrete,neutral,food
food coloring,food,coloring,medium,5.2,6.2,1,1.0,concrete,neutral,food
food chain,food,chain,medium,5.4,6.4,1,0.7,concrete,neutral,nature
food web,food,web,medium,5.2,6.2,1,0.7,concrete,neutral,nature
drink menu,drink,menu,medium,5.2,6.2,1,1.0,concrete,neutral,food
soft drink,soft,drink,medium,5.6,6.6,1,1.0,concrete,neutral,drink
energy drink,energy,drink,medium,5.6,6.6,1,1.0,concrete,neutral,drink
sports drink,sports,drink,medium,5.4,6.4,1,1.0,concrete,neutral,drink
fruit drink,fruit,drink,medium,5.4,6.4,1,1.0,concrete,neutral,drink
mixed drink,mixed,drink,medium,5.2,6.2,1,1.0,concrete,neutral,drink
cold drink,cold,drink,medium,5.6,6.6,1,1.0,concrete,neutral,drink
hot drink,hot,drink,medium,5.4,6.4,1,1.0,concrete,neutral,drink
drink holder,drink,holder,medium,5.4,6.4,1,1.0,concrete,neutral,object
drink stand,drink,stand,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
wine glass,wine,glass,medium,5.6,6.6,1,1.0,concrete,neutral,object
wine bottle,wine,bottle,medium,5.6,6.6,1,1.0,concrete,neutral,object
wine rack,wine,rack,medium,5.4,6.4,1,1.0,concrete,neutral,household
wine bar,wine,bar,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
wine list,wine,list,medium,5.2,6.2,1,1.0,concrete,neutral,food
red wine,red,wine,medium,5.6,6.6,1,1.0,concrete,neutral,drink
white wine,white,wine,medium,5.6,6.6,1,1.0,concrete,neutral,drink
rose wine,rose,wine,medium,5.2,6.2,1,1.0,concrete,neutral,drink
sparkling wine,sparkling,wine,medium,5.2,6.2,1,1.0,concrete,neutral,drink
beer bottle,beer,bottle,medium,5.4,6.4,1,1.0,concrete,neutral,object
beer can,beer,can,medium,5.4,6.4,1,1.0,concrete,neutral,object
beer mug,beer,mug,medium,5.4,6.4,1,1.0,concrete,neutral,object
draft beer,draft,beer,medium,5.2,6.2,1,1.0,concrete,neutral,drink
light beer,light,beer,medium,5.4,6.4,1,1.0,concrete,neutral,drink
craft beer,craft,beer,medium,5.4,6.4,1,1.0,concrete,neutral,drink
beer garden,beer,garden,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
cider vinegar,cider,vinegar,medium,5.2,6.2,1,1.0,concrete,neutral,food
wine vinegar,wine,vinegar,medium,5.2,6.2,1,1.0,concrete,neutral,food
rice vinegar,rice,vinegar,medium,5.2,6.2,1,1.0,concrete,neutral,food
mustard seed,mustard,seed,medium,5.0,6.0,1,1.0,concrete,neutral,food
poppy seed,poppy,seed,medium,5.2,6.2,1,1.0,concrete,neutral,food
sesame seed,sesame,seed,medium,5.2,6.2,1,1.0,concrete,neutral,food
sunflower seed,sunflower,seed,medium,5.4,6.4,1,1.0,concrete,neutral,food
pumpkin seed,pumpkin,seed,medium,5.4,6.4,1,1.0,concrete,neutral,food
pine nut,pine,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food
walnut shell,walnut,shell,medium,5.0,6.0,1,1.0,concrete,neutral,food
almond shell,almond,shell,low,4.8,5.8,1,1.0,concrete,neutral,food
cashew nut,cashew,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food
pecan nut,pecan,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food
peanut shell,peanut,shell,medium,5.2,6.2,1,1.0,concrete,neutral,food
nut butter,nut,butter,medium,5.2,6.2,1,1.0,concrete,neutral,food
nut milk,nut,milk,medium,5.2,6.2,1,1.0,concrete,neutral,drink
mixed nut,mixed,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food
roasted nut,roasted,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food
salted nut,salted,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food
trail mix,trail,mix,medium,5.4,6.4,1,1.0,concrete,neutral,food
cake batter,cake,batter,medium,5.4,6.4,1,1.0,concrete,neutral,food
pancake batter,pancake,batter,medium,5.2,6.2,1,1.0,concrete,neutral,food
waffle batter,waffle,batter,medium,5.2,6.2,1,1.0,concrete,neutral,food
waffle iron,waffle,iron,medium,5.4,6.4,1,1.0,concrete,neutral,object
waffle cone,waffle,cone,medium,5.4,6.4,1,1.0,concrete,neutral,food
ice cone,ice,cone,medium,5.2,6.2,1,1.0,concrete,neutral,food
sugar cone,sugar,cone,medium,5.2,6.2,1,1.0,concrete,neutral,food
hot fudge,hot,fudge,medium,5.4,6.4,1,1.0,concrete,neutral,food
fudge brownie,fudge,brownie,medium,5.4,6.4,1,1.0,concrete,neutral,food
brownie mix,brownie,mix,medium,5.4,6.4,1,1.0,concrete,neutral,food
brownie batter,brownie,batter,medium,5.2,6.2,1,1.0,concrete,neutral,food
chocolate brownie,chocolate,brownie,medium,5.4,6.4,1,1.0,concrete,neutral,food
donut hole,donut,hole,medium,5.4,6.4,1,1.0,concrete,neutral,food
donut shop,donut,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
glazed donut,glazed,donut,medium,5.4,6.4,1,1.0,concrete,neutral,food
jelly donut,jelly,donut,medium,5.4,6.4,1,1.0,concrete,neutral,food
bagel shop,bagel,shop,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
cream bagel,cream,bagel,medium,5.2,6.2,1,1.0,concrete,neutral,food
plain bagel,plain,bagel,medium,5.2,6.2,1,1.0,concrete,neutral,food
croissant roll,croissant,roll,low,5.0,6.0,1,1.0,concrete,neutral,food
danish pastry,danish,pastry,medium,5.2,6.2,1,1.0,concrete,neutral,food
pastry chef,pastry,chef,medium,5.2,6.2,1,1.0,concrete,neutral,job
head chef,head,chef,medium,5.2,6.2,1,1.0,concrete,neutral,job
sous chef,sous,chef,low,4.8,5.8,1,1.0,concrete,neutral,job
short order,short,order,medium,5.2,6.2,1,1.0,concrete,neutral,food
take out,take,out,high,5.8,6.8,1,1.0,concrete,neutral,food
carry out,carry,out,medium,5.4,6.4,1,1.0,concrete,neutral,food
drive through,drive,through,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
